ParentCorpID,LocationID,Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk
1,1,Boise,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2022,0.424511747
1,1,Boise,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2023,0.554830319
1,1,Boise,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2024,0.418722369
1,1,Boise,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2025,0.606446369
1,1,Boise,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2026,0.690589547
1,1,Boise,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2027,0.718292887
1,1,Boise,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2028,0.47133862
1,1,Boise,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2029,0.489799822
1,1,Boise,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2030,0.502478296
1,1,Boise,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2031,0.708277749
1,1,Boise,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2032,0.890468965
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2018,2.300500853
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2019,1.512825625
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2020,1.678626609
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2021,2.826813887
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2022,2.113132109
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2023,1.775246516
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2024,1.862516366
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2025,1.836111143
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2026,1.874906989
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2027,3.271921467
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2028,3.625817001
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2029,2.655740193
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2030,3.349185503
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2031,2.04839794
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2032,3.833061536
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2018,1.004194567
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2019,0.859021689
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2020,1.25114986
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2021,1.434406678
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2022,0.732351089
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2023,1.286376097
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2024,1.23289823
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2025,1.069304816
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2026,1.483408041
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2027,1.244274217
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2028,1.527794027
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2029,1.010500843
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2030,1.286087668
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2031,1.020051816
1,1,Boise,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2032,2.063814344
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2018,2.097201316
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2019,1.773421304
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2020,1.918965155
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2021,2.969420401
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2022,2.669725054
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2023,2.511938886
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2024,2.746945589
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2025,2.235471136
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2026,3.37524045
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2027,2.328950113
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2028,3.643992877
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2029,3.172413289
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2030,2.854613764
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2031,3.564882886
1,1,Boise,Physical,Chronic,Temperature extremes,RCP8.5,2032,3.23494514
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2018,1.041558591
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2019,1.180430848
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2020,0.760461785
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2021,1.033734552
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2022,1.045120106
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2023,0.798570808
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2024,0.970435317
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2025,0.863693768
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2026,1.489030803
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2027,1.645630683
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2028,1.752583437
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2029,1.399481655
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2030,1.868412532
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2031,1.639658929
1,1,Boise,Physical,Chronic,Temperature extremes,RCP4.5,2032,1.598557705
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2018,0.613539536
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2019,1.061067611
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2020,0.625818661
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2021,0.794290666
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2022,1.005385286
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2023,1.098056244
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2024,1.313975119
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2025,1.510119073
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2026,1.068901772
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2027,0.972552644
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2028,1.574149405
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2029,0.934553375
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2030,1.768813541
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2031,1.390029582
1,1,Boise,Physical,Chronic,Coastal flooding,RCP8.5,2032,1.058426341
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2018,0.487813773
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2019,0.382065275
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2020,0.410035313
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2021,0.632815951
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2022,0.399464838
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2023,0.391701079
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2024,0.392482883
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2025,0.705282708
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2026,0.470238844
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2027,0.427148728
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2028,0.86569428
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2029,0.521136045
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2030,0.908379589
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2031,0.54973938
1,1,Boise,Physical,Chronic,Coastal flooding,RCP4.5,2032,0.936146113
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2018,2.31436133
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2019,2.228685199
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2020,2.215613288
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2021,2.592491345
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2022,2.611490623
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2023,2.811601816
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2024,2.855384534
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2025,3.072804279
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2026,2.851687207
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2027,2.907070736
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2028,3.390696092
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2029,2.707768368
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2030,1.957934694
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2031,2.445890712
1,1,Boise,Physical,Chronic,Drought,RCP8.5,2032,2.306055106
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2018,0.633130016
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2019,0.641183738
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2020,1.166663081
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2021,1.083811805
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2022,0.924028061
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2023,1.052700372
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2024,1.618648512
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2025,1.602720744
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2026,1.599032383
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2027,0.937971743
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2028,1.381616096
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2029,1.736413415
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2030,1.243662071
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2031,1.753358743
1,1,Boise,Physical,Chronic,Drought,RCP4.5,2032,1.212264628
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2018,1.418709486
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2019,1.650702409
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2020,1.365947917
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2021,2.69753849
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2022,2.493442287
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2023,2.869123551
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2024,2.965269208
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2025,2.450621243
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2026,3.096615767
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2027,3.156782124
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2028,2.409050204
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2029,2.302025837
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2030,2.825392696
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2031,2.50306833
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP8.5,2032,4.3145231
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2018,1.169515396
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2019,1.15373705
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2020,1.241666545
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2021,1.407379169
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2022,1.394501918
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2023,1.475251285
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2024,1.128616629
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2025,1.505342112
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2026,1.019382744
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2027,1.646114824
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2028,1.182048758
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2029,1.500243919
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2030,1.660925562
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2031,1.398968326
1,2,Manassas,Transition,Policy & Legal,Increased pricing of GHG emissions,RCP4.5,2032,1.478690574
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2018,1.042838134
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2019,0.624167695
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2020,0.761095302
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2021,1.3629868
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2022,1.303798005
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2023,0.90846941
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2024,1.447821822
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2025,1.430573693
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2026,0.859122805
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2027,0.798934017
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2028,0.921058311
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2029,1.182402853
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2030,1.798320346
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2031,1.665978326
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP8.5,2032,1.2634323
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2018,0.431813552
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2019,0.283159763
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2020,0.398568169
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2021,0.637195654
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2022,0.459109576
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2023,0.401171818
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2024,0.406711246
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2025,0.754957042
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2026,0.746676779
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2027,0.398566071
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2028,0.669276619
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2029,0.534335127
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2030,0.460131514
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2031,0.485122421
1,2,Manassas,Transition,Policy & Legal,Exposure to litigation,RCP4.5,2032,0.889710387
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2018,1.626433531
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2019,1.173199731
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2020,2.004630173
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2021,1.81505331
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2022,2.777919441
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2023,2.804016849
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2024,3.205499668
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2025,2.130944802
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2026,2.56771527
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2027,2.756758069
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2028,3.369592929
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2029,3.066632766
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2030,2.118770768
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2031,3.30696515
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP8.5,2032,2.667169125
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2018,0.664009416
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2019,1.135622566
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2020,0.994229791
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2021,0.948890594
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2022,1.175767155
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2023,0.985353295
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2024,1.460831674
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2025,1.379890452
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2026,1.537017384
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2027,1.119712319
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2028,1.187860833
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2029,1.52357065
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2030,1.759882795
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2031,1.583215904
1,2,Manassas,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,RCP4.5,2032,1.554676598
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2018,1.34918738
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2019,2.21079273
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2020,1.811251966
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2021,2.0813862
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2022,2.188454837
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2023,2.109022485
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2024,2.96219586
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2025,2.771415262
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2026,2.133866057
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2027,2.409367379
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2028,2.652955917
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2029,2.990503314
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2030,3.806384715
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2031,2.390793386
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP8.5,2032,2.295226612
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP4.5,2018,0.925271963
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP4.5,2019,1.063843999
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP4.5,2020,0.902168734
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP4.5,2021,1.0074316
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP4.5,2022,1.339687173
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP4.5,2023,1.075872453
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP4.5,2024,0.901481365
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP4.5,2025,1.617018676
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP4.5,2026,1.477367161
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP4.5,2027,0.901257168
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP4.5,2028,1.645621286
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP4.5,2029,1.697857412
1,2,Manassas,Physical,Chronic,Temperature extremes,RCP4.5,2030,1.770367383
