Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk,ParentCorpID
Boise,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,0.059795,1
Boise,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,0.04085,1
Boise,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,0.16934,1
Boise,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,0.30092,1
Boise,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,0.52994,1
Boise,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,0.82891,1
Boise,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,0,1
Boise,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,0,1
Boise,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,0.12943,1
Boise,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,0.11959,1
Boise,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,0.0817,1
Boise,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,0.33868,1
Boise,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,0.60184,1
Boise,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,1.05988,1
Boise,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,1.65782,1
Boise,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,0,1
Boise,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,0,1
Boise,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,0.90601,1
Boise,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,0.83713,1
Boise,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,0.5719,1
Boise,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,2.37076,1
Boise,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,4.21288,1
Boise,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,7.41916,1
Boise,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,11.6047,1
Boise,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,0,1
Boise,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,0,1
Boise,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,0.077658,1
Boise,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,0.071754,1
Boise,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,0.04902,1
Boise,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,0.203208,1
Boise,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,0.361104,1
Boise,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,0.635928,1
Boise,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,0.994692,1
Boise,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,0,1
Boise,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,0,1
Boise,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,1.2943,1
Boise,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,1.1959,1
Boise,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,0.817,1
Boise,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,3.3868,1
Boise,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,6.0184,1
Boise,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,10.5988,1
Boise,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,16.5782,1
Boise,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,0,1
Boise,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,0,1
Boise,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,0,1
Boise,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,0,1
Boise,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,0,1
Boise,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,0,1
Boise,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,0,1
Boise,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,0,1
Boise,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,0,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,0,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,0,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,0.207088,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,0.191344,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,0.13072,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,0.541888,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,0.962944,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,1.69581,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,2.65251,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,0,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,0,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,0.232974,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,0.215262,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,0.14706,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,0.609624,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,1.08331,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,1.90778,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,2.98408,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,0,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,0,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,0.155316,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,0.143508,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,0.09804,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,0.406416,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,0.722208,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,1.27186,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,1.98938,1
Boise,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,0,1
Boise,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,0,1
Boise,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,0.038829,1
Boise,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,0.035877,1
Boise,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,0.02451,1
Boise,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,0.101604,1
Boise,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,0.180552,1
Boise,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,0.317964,1
Boise,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,0.497346,1
Boise,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,0,1
Boise,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,0,1
Boise,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,0.194145,1
Boise,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,0.179385,1
Boise,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,0.12255,1
Boise,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,0.50802,1
Boise,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,0.90276,1
Boise,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,1.58982,1
Boise,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,2.48673,1
Boise,  Physical Risk,Chronic,Drought ,RCP8.5,2010,30,1
Boise,  Physical Risk,Chronic,Drought ,RCP8.5,2020,0,1
Boise,  Physical Risk,Chronic,Drought ,RCP8.5,2030,5,1
Boise,  Physical Risk,Chronic,Drought ,RCP8.5,2040,40,1
Boise,  Physical Risk,Chronic,Drought ,RCP8.5,2050,30,1
Boise,  Physical Risk,Chronic,Drought ,RCP8.5,2060,50,1
Boise,  Physical Risk,Chronic,Drought ,RCP8.5,2070,60,1
Boise,  Physical Risk,Chronic,Drought ,RCP8.5,2080,50,1
Boise,  Physical Risk,Chronic,Drought ,RCP8.5,2090,40,1
Manassas,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,4.53354,1
Manassas,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,2.74104,1
Manassas,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,2.71086,1
Manassas,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,5.48196,1
Manassas,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,10.15,1
Manassas,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,12.9742,1
Manassas,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,17.9575,1
Manassas,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,18.7372,1
Manassas,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,21.4054,1
Manassas,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,0.604472,1
Manassas,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,0.365472,1
Manassas,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,0.361448,1
Manassas,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,0.730928,1
Manassas,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,1.35333,1
Manassas,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,1.7299,1
Manassas,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,2.39433,1
Manassas,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,2.49829,1
Manassas,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,2.85405,1
Manassas,  Transition Risk,Technology,New technology ,RCP8.5,2010,0.528913,1
Manassas,  Transition Risk,Technology,New technology ,RCP8.5,2020,0.319788,1
Manassas,  Transition Risk,Technology,New technology ,RCP8.5,2030,0.316267,1
Manassas,  Transition Risk,Technology,New technology ,RCP8.5,2040,0.639562,1
Manassas,  Transition Risk,Technology,New technology ,RCP8.5,2050,1.18416,1
Manassas,  Transition Risk,Technology,New technology ,RCP8.5,2060,1.51366,1
Manassas,  Transition Risk,Technology,New technology ,RCP8.5,2070,2.09504,1
Manassas,  Transition Risk,Technology,New technology ,RCP8.5,2080,2.186,1
Manassas,  Transition Risk,Technology,New technology ,RCP8.5,2090,2.49729,1
Manassas,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,0.377795,1
Manassas,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,0.22842,1
Manassas,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,0.225905,1
Manassas,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,0.45683,1
Manassas,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,0.84583,1
Manassas,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,1.08119,1
Manassas,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,1.49646,1
Manassas,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,1.56143,1
Manassas,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,1.78378,1
Manassas,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,0.75559,1
Manassas,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,0.45684,1
Manassas,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,0.45181,1
Manassas,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,0.91366,1
Manassas,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,1.69166,1
Manassas,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,2.16237,1
Manassas,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,2.99291,1
Manassas,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,3.12286,1
Manassas,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,3.56756,1
Manassas,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,5.28913,1
Manassas,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,3.19788,1
Manassas,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,3.16267,1
Manassas,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,6.39562,1
Manassas,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,11.8416,1
Manassas,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,15.1366,1
Manassas,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,20.9504,1
Manassas,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,21.86,1
Manassas,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,24.9729,1
Manassas,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,0.453354,1
Manassas,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,0.274104,1
Manassas,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,0.271086,1
Manassas,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,0.548196,1
Manassas,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,1.015,1
Manassas,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,1.29742,1
Manassas,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,1.79575,1
Manassas,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,1.87372,1
Manassas,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,2.14054,1
Manassas,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,7.5559,1
Manassas,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,4.5684,1
Manassas,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,4.5181,1
Manassas,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,9.1366,1
Manassas,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,16.9166,1
Manassas,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,21.6237,1
Manassas,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,29.9291,1
Manassas,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,31.2286,1
Manassas,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,35.6756,1
Manassas,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,0,1
Manassas,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,0,1
Manassas,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,0,1
Manassas,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,0,1
Manassas,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,0,1
Manassas,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,0,1
Manassas,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,0,1
Manassas,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,0,1
Manassas,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,0,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,1.20894,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,0.730944,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,0.722896,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,1.46186,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,2.70666,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,3.45979,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,4.78866,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,4.99658,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,5.7081,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,1.36006,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,0.822312,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,0.813258,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,1.64459,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,3.04499,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,3.89227,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,5.38724,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,5.62115,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,6.42161,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,0.906708,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,0.548208,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,0.542172,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,1.09639,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,2.02999,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,2.59484,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,3.59149,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,3.74743,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,4.28107,1
Manassas,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,0.226677,1
Manassas,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,0.137052,1
Manassas,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,0.135543,1
Manassas,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,0.274098,1
Manassas,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,0.507498,1
Manassas,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,0.648711,1
Manassas,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,0.897873,1
Manassas,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,0.936858,1
Manassas,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,1.07027,1
Manassas,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,1.13339,1
Manassas,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,0.68526,1
Manassas,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,0.677715,1
Manassas,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,1.37049,1
Manassas,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,2.53749,1
Manassas,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,3.24355,1
Manassas,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,4.48936,1
Manassas,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,4.68429,1
Manassas,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,5.35134,1
Manassas,  Physical Risk,Chronic,Drought ,RCP8.5,2010,-5,1
Manassas,  Physical Risk,Chronic,Drought ,RCP8.5,2020,-5,1
Manassas,  Physical Risk,Chronic,Drought ,RCP8.5,2030,25,1
Manassas,  Physical Risk,Chronic,Drought ,RCP8.5,2040,15,1
Manassas,  Physical Risk,Chronic,Drought ,RCP8.5,2050,5,1
Manassas,  Physical Risk,Chronic,Drought ,RCP8.5,2060,5,1
Manassas,  Physical Risk,Chronic,Drought ,RCP8.5,2070,15,1
Manassas,  Physical Risk,Chronic,Drought ,RCP8.5,2080,35,1
Manassas,  Physical Risk,Chronic,Drought ,RCP8.5,2090,15,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,2.03352,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,1.82532,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,7.00092,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,12.8623,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,20.2962,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,24.3739,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,24.6176,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,31.4539,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,34.0643,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,0.271136,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,0.243376,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,0.933456,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,1.71497,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,2.70616,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,3.24986,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,3.28234,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,4.19385,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,4.54191,1
Singapore_Hqs,  Transition Risk,Technology,New technology ,RCP8.5,2010,0.237244,1
Singapore_Hqs,  Transition Risk,Technology,New technology ,RCP8.5,2020,0.212954,1
Singapore_Hqs,  Transition Risk,Technology,New technology ,RCP8.5,2030,0.816774,1
Singapore_Hqs,  Transition Risk,Technology,New technology ,RCP8.5,2040,1.5006,1
Singapore_Hqs,  Transition Risk,Technology,New technology ,RCP8.5,2050,2.36789,1
Singapore_Hqs,  Transition Risk,Technology,New technology ,RCP8.5,2060,2.84362,1
Singapore_Hqs,  Transition Risk,Technology,New technology ,RCP8.5,2070,2.87205,1
Singapore_Hqs,  Transition Risk,Technology,New technology ,RCP8.5,2080,3.66962,1
Singapore_Hqs,  Transition Risk,Technology,New technology ,RCP8.5,2090,3.97417,1
Singapore_Hqs,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,0.16946,1
Singapore_Hqs,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,0.15211,1
Singapore_Hqs,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,0.58341,1
Singapore_Hqs,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,1.07186,1
Singapore_Hqs,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,1.69135,1
Singapore_Hqs,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,2.03116,1
Singapore_Hqs,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,2.05146,1
Singapore_Hqs,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,2.62115,1
Singapore_Hqs,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,2.83869,1
Singapore_Hqs,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,0.33892,1
Singapore_Hqs,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,0.30422,1
Singapore_Hqs,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,1.16682,1
Singapore_Hqs,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,2.14371,1
Singapore_Hqs,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,3.3827,1
Singapore_Hqs,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,4.06232,1
Singapore_Hqs,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,4.10293,1
Singapore_Hqs,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,5.24231,1
Singapore_Hqs,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,5.67739,1
Singapore_Hqs,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,2.37244,1
Singapore_Hqs,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,2.12954,1
Singapore_Hqs,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,8.16774,1
Singapore_Hqs,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,15.006,1
Singapore_Hqs,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,23.6789,1
Singapore_Hqs,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,28.4362,1
